county,report_date,reference_date,confirm_death,confirm
Forsyth,2021-10-27,2021-09-23,0,162
Guilford,2021-10-27,2021-10-14,0,114
Forsyth,2021-10-27,2021-09-27,0,219
Guilford,2021-10-27,2021-09-22,0,271
Guilford,2021-10-27,2021-09-29,0,263
Guilford,2021-10-27,2021-10-06,0,209
Forsyth,2021-10-27,2021-10-03,1,71
Forsyth,2021-10-27,2021-10-17,1,44
Guilford,2021-10-27,2021-10-17,1,55
Guilford,2021-10-27,2021-10-15,1,108
Forsyth,2021-10-27,2021-10-08,1,112
Forsyth,2021-10-27,2021-10-09,1,54
Guilford,2021-10-27,2021-10-24,1,32
Wake,2021-10-27,2021-10-03,1,88
Guilford,2021-10-27,2021-10-16,1,65
Guilford,2021-10-27,2021-09-19,1,132
Forsyth,2021-10-27,2021-09-24,1,154
Forsyth,2021-10-27,2021-10-19,1,77
Guilford,2021-10-27,2021-10-10,1,79
Wake,2021-10-27,2021-09-18,1,303
Wake,2021-10-27,2021-10-02,1,263
Wake,2021-10-27,2021-10-07,1,227
Wake,2021-10-27,2021-09-30,1,333
Forsyth,2021-10-27,2021-09-17,1,189
Forsyth,2021-10-27,2021-10-01,1,129
Wake,2021-10-27,2021-09-26,1,93
Wake,2021-10-27,2021-10-01,1,311
Forsyth,2021-10-27,2021-09-14,1,243
Guilford,2021-10-27,2021-10-07,1,179
Guilford,2021-10-27,2021-10-13,1,160
Forsyth,2021-10-27,2021-09-20,1,238
Forsyth,2021-10-27,2021-09-15,1,254
Guilford,2021-10-27,2021-10-05,1,165
Wake,2021-10-27,2021-09-21,1,393
Guilford,2021-10-27,2021-10-11,1,171
Guilford,2021-10-27,2021-09-24,1,243
Guilford,2021-10-27,2021-09-27,1,297
Guilford,2021-10-27,2021-09-20,1,326
Wake,2021-10-27,2021-09-16,1,435
Guilford,2021-10-27,2021-10-01,1,202
Forsyth,2021-10-27,2021-09-18,2,91
Forsyth,2021-10-27,2021-10-10,2,64
Wake,2021-10-27,2021-10-10,2,69
Forsyth,2021-10-27,2021-10-18,2,91
Forsyth,2021-10-27,2021-10-20,2,79
Forsyth,2021-10-27,2021-10-04,2,175
Guilford,2021-10-27,2021-10-03,2,111
Guilford,2021-10-27,2021-10-02,2,102
Guilford,2021-10-27,2021-10-19,2,126
Forsyth,2021-10-27,2021-09-16,2,199
Wake,2021-10-27,2021-09-24,2,312
Wake,2021-10-27,2021-10-11,2,291
Wake,2021-10-27,2021-10-13,2,257
Forsyth,2021-10-27,2021-10-05,2,134
Wake,2021-10-27,2021-09-29,2,378
Forsyth,2021-10-27,2021-10-12,2,104
Forsyth,2021-10-27,2021-10-13,2,107
Wake,2021-10-27,2021-09-23,2,332
Wake,2021-10-27,2021-09-14,2,415
Wake,2021-10-27,2021-10-05,2,258
Guilford,2021-10-27,2021-09-17,2,293
Guilford,2021-10-27,2021-09-28,2,257
Forsyth,2021-10-27,2021-09-22,2,191
Guilford,2021-10-27,2021-09-23,2,253
Guilford,2021-10-27,2021-10-04,2,277
Guilford,2021-10-27,2021-09-21,2,267
Forsyth,2021-10-27,2021-09-19,3,101
Forsyth,2021-10-27,2021-10-23,3,42
Forsyth,2021-10-27,2021-09-26,3,94
Forsyth,2021-10-27,2021-09-28,3,152
Forsyth,2021-10-27,2021-10-22,3,75
Forsyth,2021-10-27,2021-09-29,3,144
Forsyth,2021-10-27,2021-09-30,3,152
Guilford,2021-10-27,2021-10-12,3,153
Guilford,2021-10-27,2021-09-18,3,136
Guilford,2021-10-27,2021-10-18,3,104
Wake,2021-10-27,2021-09-15,3,495
Wake,2021-10-27,2021-09-19,3,140
Guilford,2021-10-27,2021-09-25,3,122
Wake,2021-10-27,2021-10-12,3,322
Wake,2021-10-27,2021-09-22,3,383
Wake,2021-10-27,2021-10-04,3,352
Wake,2021-10-27,2021-09-28,3,357
Guilford,2021-10-27,2021-09-30,3,205
Guilford,2021-10-27,2021-10-08,3,153
Forsyth,2021-10-27,2021-09-25,4,65
Forsyth,2021-10-27,2021-09-21,4,178
Forsyth,2021-10-27,2021-10-07,4,134
Guilford,2021-10-27,2021-09-15,4,322
Wake,2021-10-27,2021-09-20,4,561
Wake,2021-10-27,2021-09-17,4,396
Forsyth,2021-10-27,2021-10-14,5,101
Wake,2021-10-27,2021-09-25,5,221
Guilford,2021-10-27,2021-09-14,5,325
Wake,2021-10-27,2021-09-27,5,471
Forsyth,2021-10-27,2021-10-02,6,62
Guilford,2021-10-27,2021-09-16,6,300
Forsyth,2021-10-28,2021-10-16,0,58
Wake,2021-10-28,2021-10-21,0,185
Forsyth,2021-10-28,2021-10-15,0,64
Forsyth,2021-10-28,2021-10-24,0,32
Forsyth,2021-10-28,2021-10-26,0,49
Forsyth,2021-10-28,2021-10-21,0,67
Guilford,2021-10-28,2021-10-22,0,84
Wake,2021-10-28,2021-10-09,0,146
Forsyth,2021-10-28,2021-10-25,0,71
Guilford,2021-10-28,2021-10-23,0,52
Wake,2021-10-28,2021-10-15,0,203
Guilford,2021-10-28,2021-10-09,0,76
Guilford,2021-10-28,2021-10-20,0,101
Wake,2021-10-28,2021-10-17,0,69
Wake,2021-10-28,2021-10-20,0,222
Wake,2021-10-28,2021-10-18,0,273
Guilford,2021-10-28,2021-10-21,0,110
Wake,2021-10-28,2021-10-16,0,155
Wake,2021-10-28,2021-10-19,0,190
Wake,2021-10-28,2021-10-22,0,176
Wake,2021-10-28,2021-10-23,0,124
Wake,2021-10-28,2021-10-24,0,60
Forsyth,2021-10-28,2021-10-06,0,125
Guilford,2021-10-28,2021-10-26,0,35
Forsyth,2021-10-28,2021-10-11,0,137
Wake,2021-10-28,2021-10-14,0,211
Wake,2021-10-28,2021-10-25,0,229
Wake,2021-10-28,2021-10-08,0,252
Wake,2021-10-28,2021-10-26,0,152
Guilford,2021-10-28,2021-10-25,0,79
Wake,2021-10-28,2021-10-06,0,287
Guilford,2021-10-28,2021-09-26,0,137
Forsyth,2021-10-28,2021-09-23,0,162
Guilford,2021-10-28,2021-10-14,0,115
Forsyth,2021-10-28,2021-09-27,0,219
Guilford,2021-10-28,2021-09-22,0,272
Guilford,2021-10-28,2021-09-29,0,263
Guilford,2021-10-28,2021-10-06,0,209
Forsyth,2021-10-28,2021-10-03,1,71
Forsyth,2021-10-28,2021-10-17,1,44
Guilford,2021-10-28,2021-10-15,1,107
Guilford,2021-10-28,2021-10-17,1,56
Forsyth,2021-10-28,2021-10-08,1,112
Forsyth,2021-10-28,2021-10-09,1,54
Guilford,2021-10-28,2021-10-24,1,36
Wake,2021-10-28,2021-10-03,1,88
Guilford,2021-10-28,2021-10-16,1,65
Guilford,2021-10-28,2021-09-19,1,132
Forsyth,2021-10-28,2021-09-24,1,154
Forsyth,2021-10-28,2021-10-19,1,77
Guilford,2021-10-28,2021-10-10,1,79
Wake,2021-10-28,2021-09-18,1,303
Wake,2021-10-28,2021-10-02,1,260
Wake,2021-10-28,2021-10-07,1,227
Wake,2021-10-28,2021-09-30,1,333
Forsyth,2021-10-28,2021-09-17,1,189
Forsyth,2021-10-28,2021-10-01,1,129
Wake,2021-10-28,2021-09-26,1,92
Wake,2021-10-28,2021-10-01,1,311
Forsyth,2021-10-28,2021-09-14,1,243
Guilford,2021-10-28,2021-10-07,1,180
Forsyth,2021-10-28,2021-09-15,1,253
Forsyth,2021-10-28,2021-09-20,1,238
Guilford,2021-10-28,2021-10-13,1,161
Guilford,2021-10-28,2021-10-05,1,167
Wake,2021-10-28,2021-09-21,1,393
Guilford,2021-10-28,2021-10-11,1,173
Guilford,2021-10-28,2021-09-24,1,243
Guilford,2021-10-28,2021-09-27,1,297
Guilford,2021-10-28,2021-09-20,1,328
Wake,2021-10-28,2021-09-16,1,435
Guilford,2021-10-28,2021-10-01,1,203
Forsyth,2021-10-28,2021-09-18,2,91
Forsyth,2021-10-28,2021-10-10,2,64
Wake,2021-10-28,2021-10-10,2,69
Forsyth,2021-10-28,2021-10-18,2,91
Forsyth,2021-10-28,2021-10-20,2,79
Forsyth,2021-10-28,2021-10-04,2,175
Guilford,2021-10-28,2021-10-03,2,112
Guilford,2021-10-28,2021-10-02,2,102
Forsyth,2021-10-28,2021-09-16,2,199
Guilford,2021-10-28,2021-10-19,2,127
Wake,2021-10-28,2021-09-24,2,312
Wake,2021-10-28,2021-10-11,2,291
Wake,2021-10-28,2021-10-13,2,257
Forsyth,2021-10-28,2021-10-05,2,134
Wake,2021-10-28,2021-09-29,2,378
Forsyth,2021-10-28,2021-10-12,2,104
Forsyth,2021-10-28,2021-10-13,2,107
Wake,2021-10-28,2021-09-23,2,332
Wake,2021-10-28,2021-09-14,2,415
Wake,2021-10-28,2021-10-05,2,258
Guilford,2021-10-28,2021-09-17,2,293
Guilford,2021-10-28,2021-09-28,2,257
Forsyth,2021-10-28,2021-09-22,2,191
Guilford,2021-10-28,2021-09-23,2,254
Guilford,2021-10-28,2021-10-04,2,277
Guilford,2021-10-28,2021-09-21,2,268
Forsyth,2021-10-28,2021-09-19,3,101
Forsyth,2021-10-28,2021-10-23,3,45
Forsyth,2021-10-28,2021-09-26,3,94
Forsyth,2021-10-28,2021-09-28,3,152
Forsyth,2021-10-28,2021-10-22,3,76
Forsyth,2021-10-28,2021-09-29,3,144
Forsyth,2021-10-28,2021-09-30,3,152
Guilford,2021-10-28,2021-10-12,3,153
Guilford,2021-10-28,2021-09-18,3,137
Guilford,2021-10-28,2021-10-18,3,105
Wake,2021-10-28,2021-09-15,3,495
Wake,2021-10-28,2021-09-19,3,140
Guilford,2021-10-28,2021-09-25,3,122
Wake,2021-10-28,2021-10-12,3,322
Wake,2021-10-28,2021-09-22,3,383
Wake,2021-10-28,2021-10-04,3,352
Wake,2021-10-28,2021-09-28,3,357
Guilford,2021-10-28,2021-09-30,3,205
Guilford,2021-10-28,2021-10-08,3,155
Forsyth,2021-10-28,2021-09-25,4,65
Forsyth,2021-10-28,2021-09-21,4,178
Forsyth,2021-10-28,2021-10-07,4,135
Guilford,2021-10-28,2021-09-15,4,322
Wake,2021-10-28,2021-09-20,4,561
Wake,2021-10-28,2021-09-17,4,396
Forsyth,2021-10-28,2021-10-14,5,101
Wake,2021-10-28,2021-09-25,5,221
Guilford,2021-10-28,2021-09-14,5,325
Wake,2021-10-28,2021-09-27,5,471
Forsyth,2021-10-28,2021-10-02,6,62
Guilford,2021-10-28,2021-09-16,6,299
Forsyth,2021-10-29,2021-10-16,0,58
Wake,2021-10-29,2021-10-21,0,184
Forsyth,2021-10-29,2021-10-15,0,64
Forsyth,2021-10-29,2021-10-24,0,32
Forsyth,2021-10-29,2021-10-21,0,70
Guilford,2021-10-29,2021-10-22,0,85
Wake,2021-10-29,2021-10-09,0,146
Guilford,2021-10-29,2021-10-23,0,54
Wake,2021-10-29,2021-10-15,0,203
Forsyth,2021-10-29,2021-10-25,0,77
Forsyth,2021-10-29,2021-10-27,0,32
Guilford,2021-10-29,2021-10-27,0,25
Guilford,2021-10-29,2021-10-09,0,76
Wake,2021-10-29,2021-10-20,0,222
Guilford,2021-10-29,2021-10-21,0,110
Wake,2021-10-29,2021-10-16,0,156
Wake,2021-10-29,2021-10-24,0,60
Wake,2021-10-29,2021-10-25,0,240
Forsyth,2021-10-29,2021-10-06,0,125
Guilford,2021-10-29,2021-10-26,0,78
Wake,2021-10-29,2021-10-19,0,191
Forsyth,2021-10-29,2021-10-11,0,137
Wake,2021-10-29,2021-10-14,0,211
Wake,2021-10-29,2021-10-26,0,213
Wake,2021-10-29,2021-10-08,0,252
Guilford,2021-10-29,2021-10-25,0,92
Wake,2021-10-29,2021-10-06,0,287
Wake,2021-10-29,2021-10-27,0,126
Guilford,2021-10-29,2021-09-26,0,137
Forsyth,2021-10-29,2021-09-23,0,162
Guilford,2021-10-29,2021-10-14,0,114
Forsyth,2021-10-29,2021-09-27,0,219
Guilford,2021-10-29,2021-09-22,0,272
Guilford,2021-10-29,2021-09-29,0,263
Guilford,2021-10-29,2021-10-06,0,209
Forsyth,2021-10-29,2021-10-17,1,43
Forsyth,2021-10-29,2021-10-03,1,71
Guilford,2021-10-29,2021-10-15,1,108
Guilford,2021-10-29,2021-10-17,1,56
Forsyth,2021-10-29,2021-10-08,1,112
Forsyth,2021-10-29,2021-10-09,1,54
Forsyth,2021-10-29,2021-10-26,1,82
Guilford,2021-10-29,2021-10-24,1,36
Wake,2021-10-29,2021-10-03,1,88
Guilford,2021-10-29,2021-10-16,1,65
Forsyth,2021-10-29,2021-10-19,1,76
Guilford,2021-10-29,2021-09-19,1,132
Forsyth,2021-10-29,2021-09-24,1,154
Guilford,2021-10-29,2021-10-10,1,79
Guilford,2021-10-29,2021-10-20,1,99
Wake,2021-10-29,2021-09-18,1,303
Wake,2021-10-29,2021-10-02,1,260
Wake,2021-10-29,2021-10-17,1,69
Wake,2021-10-29,2021-10-07,1,227
Wake,2021-10-29,2021-10-18,1,273
Wake,2021-10-29,2021-10-22,1,176
Wake,2021-10-29,2021-09-30,1,332
Forsyth,2021-10-29,2021-09-17,1,190
Forsyth,2021-10-29,2021-10-01,1,129
Wake,2021-10-29,2021-09-26,1,92
Wake,2021-10-29,2021-10-01,1,311
Forsyth,2021-10-29,2021-09-14,1,243
Guilford,2021-10-29,2021-10-07,1,180
Forsyth,2021-10-29,2021-09-15,1,253
Forsyth,2021-10-29,2021-09-20,1,238
Guilford,2021-10-29,2021-10-13,1,162
Guilford,2021-10-29,2021-10-05,1,167
Wake,2021-10-29,2021-09-21,1,393
Guilford,2021-10-29,2021-10-11,1,173
Guilford,2021-10-29,2021-09-24,1,243
Guilford,2021-10-29,2021-09-27,1,297
Guilford,2021-10-29,2021-09-20,1,327
Wake,2021-10-29,2021-09-16,1,435
Guilford,2021-10-29,2021-10-01,1,203
Forsyth,2021-10-29,2021-09-18,2,91
Forsyth,2021-10-29,2021-10-10,2,64
Wake,2021-10-29,2021-10-10,2,68
Forsyth,2021-10-29,2021-10-18,2,91
Forsyth,2021-10-29,2021-10-20,2,79
Forsyth,2021-10-29,2021-10-04,2,175
Guilford,2021-10-29,2021-10-03,2,111
Guilford,2021-10-29,2021-10-02,2,102
Wake,2021-10-29,2021-10-23,2,124
Forsyth,2021-10-29,2021-09-16,2,199
Guilford,2021-10-29,2021-10-19,2,127
Wake,2021-10-29,2021-09-24,2,313
Wake,2021-10-29,2021-10-11,2,291
Forsyth,2021-10-29,2021-10-05,2,134
Wake,2021-10-29,2021-09-29,2,378
Forsyth,2021-10-29,2021-10-12,2,104
Forsyth,2021-10-29,2021-10-13,2,107
Wake,2021-10-29,2021-09-23,2,332
Wake,2021-10-29,2021-09-14,2,415
Wake,2021-10-29,2021-10-05,2,258
Guilford,2021-10-29,2021-09-17,2,293
Guilford,2021-10-29,2021-09-28,2,257
Forsyth,2021-10-29,2021-09-22,2,189
Guilford,2021-10-29,2021-09-23,2,254
Guilford,2021-10-29,2021-10-04,2,277
Guilford,2021-10-29,2021-09-21,2,268
Forsyth,2021-10-29,2021-09-19,3,101
Forsyth,2021-10-29,2021-10-23,3,46
Forsyth,2021-10-29,2021-09-26,3,94
Forsyth,2021-10-29,2021-09-28,3,152
Forsyth,2021-10-29,2021-10-22,3,77
Forsyth,2021-10-29,2021-09-29,3,144
Forsyth,2021-10-29,2021-09-30,3,152
Guilford,2021-10-29,2021-10-12,3,155
Wake,2021-10-29,2021-10-13,3,257
Guilford,2021-10-29,2021-09-18,3,137
Guilford,2021-10-29,2021-10-18,3,106
Wake,2021-10-29,2021-09-15,3,496
Wake,2021-10-29,2021-09-19,3,140
Wake,2021-10-29,2021-10-12,3,320
Guilford,2021-10-29,2021-09-25,3,122
Wake,2021-10-29,2021-09-22,3,383
Wake,2021-10-29,2021-10-04,3,352
Wake,2021-10-29,2021-09-28,3,357
Guilford,2021-10-29,2021-09-30,3,205
Guilford,2021-10-29,2021-10-08,3,156
Forsyth,2021-10-29,2021-09-25,4,65
Forsyth,2021-10-29,2021-09-21,4,178
Forsyth,2021-10-29,2021-10-07,4,135
Guilford,2021-10-29,2021-09-15,4,323
Wake,2021-10-29,2021-09-20,4,561
Wake,2021-10-29,2021-09-17,4,396
Forsyth,2021-10-29,2021-10-14,5,101
Wake,2021-10-29,2021-09-25,5,221
Guilford,2021-10-29,2021-09-14,5,325
Wake,2021-10-29,2021-09-27,5,471
Forsyth,2021-10-29,2021-10-02,6,63
Guilford,2021-10-29,2021-09-16,6,299
Forsyth,2021-11-01,2021-10-16,0,59
Forsyth,2021-11-01,2021-10-30,0,26
Guilford,2021-11-01,2021-10-29,0,53
Wake,2021-11-01,2021-10-21,0,185
Wake,2021-11-01,2021-10-29,0,154
Forsyth,2021-11-01,2021-10-15,0,64
Guilford,2021-11-01,2021-10-30,0,13
Forsyth,2021-11-01,2021-10-24,0,33
Wake,2021-11-01,2021-10-30,0,86
Forsyth,2021-11-01,2021-10-21,0,70
Guilford,2021-11-01,2021-10-22,0,87
Wake,2021-11-01,2021-10-09,0,146
Wake,2021-11-01,2021-10-15,0,203
Forsyth,2021-11-01,2021-10-25,0,80
Forsyth,2021-11-01,2021-10-27,0,65
Guilford,2021-11-01,2021-10-09,0,76
Guilford,2021-11-01,2021-10-23,0,58
Wake,2021-11-01,2021-10-20,0,222
Forsyth,2021-11-01,2021-10-29,0,50
Guilford,2021-11-01,2021-10-21,0,115
Wake,2021-11-01,2021-10-16,0,156
Wake,2021-11-01,2021-10-24,0,60
Wake,2021-11-01,2021-10-25,0,241
Forsyth,2021-11-01,2021-10-06,0,125
Wake,2021-11-01,2021-10-19,0,191
Forsyth,2021-11-01,2021-10-11,0,137
Wake,2021-11-01,2021-10-14,0,211
Wake,2021-11-01,2021-10-08,0,252
Wake,2021-11-01,2021-10-06,0,287
Guilford,2021-11-01,2021-10-25,0,101
Wake,2021-11-01,2021-10-26,0,232
Wake,2021-11-01,2021-10-27,0,166
Guilford,2021-11-01,2021-09-26,0,137
Forsyth,2021-11-01,2021-09-23,0,162
Guilford,2021-11-01,2021-10-14,0,113
Forsyth,2021-11-01,2021-09-27,0,219
Guilford,2021-11-01,2021-09-22,0,272
Guilford,2021-11-01,2021-09-29,0,263
Guilford,2021-11-01,2021-10-06,0,208
Forsyth,2021-11-01,2021-10-17,1,44
Forsyth,2021-11-01,2021-10-03,1,71
Guilford,2021-11-01,2021-10-17,1,58
Guilford,2021-11-01,2021-10-15,1,113
Forsyth,2021-11-01,2021-10-08,1,112
Forsyth,2021-11-01,2021-10-09,1,54
Forsyth,2021-11-01,2021-10-26,1,87
Wake,2021-11-01,2021-10-03,1,88
Guilford,2021-11-01,2021-10-16,1,65
Forsyth,2021-11-01,2021-10-19,1,76
Guilford,2021-11-01,2021-09-19,1,132
Forsyth,2021-11-01,2021-09-24,1,154
Forsyth,2021-11-01,2021-10-28,1,57
Guilford,2021-11-01,2021-10-10,1,79
Guilford,2021-11-01,2021-10-20,1,99
Wake,2021-11-01,2021-10-28,1,148
Wake,2021-11-01,2021-09-18,1,303
Wake,2021-11-01,2021-10-02,1,260
Wake,2021-11-01,2021-10-17,1,69
Wake,2021-11-01,2021-10-07,1,228
Wake,2021-11-01,2021-10-18,1,273
Wake,2021-11-01,2021-10-22,1,175
Wake,2021-11-01,2021-09-30,1,333
Forsyth,2021-11-01,2021-09-17,1,190
Forsyth,2021-11-01,2021-10-01,1,129
Wake,2021-11-01,2021-09-26,1,92
Wake,2021-11-01,2021-10-01,1,311
Forsyth,2021-11-01,2021-09-14,1,243
Guilford,2021-11-01,2021-10-07,1,180
Forsyth,2021-11-01,2021-09-15,1,253
Forsyth,2021-11-01,2021-09-20,1,238
Guilford,2021-11-01,2021-10-13,1,162
Guilford,2021-11-01,2021-10-05,1,167
Wake,2021-11-01,2021-09-21,1,393
Guilford,2021-11-01,2021-10-11,1,173
Guilford,2021-11-01,2021-09-24,1,243
Guilford,2021-11-01,2021-09-27,1,297
Guilford,2021-11-01,2021-09-20,1,327
Wake,2021-11-01,2021-09-16,1,437
Guilford,2021-11-01,2021-10-01,1,203
Forsyth,2021-11-01,2021-09-18,2,91
Guilford,2021-11-01,2021-10-24,2,37
Guilford,2021-11-01,2021-10-28,2,77
Forsyth,2021-11-01,2021-10-10,2,64
Wake,2021-11-01,2021-10-10,2,68
Forsyth,2021-11-01,2021-10-18,2,91
Forsyth,2021-11-01,2021-10-20,2,79
Forsyth,2021-11-01,2021-10-04,2,175
Guilford,2021-11-01,2021-10-03,2,110
Guilford,2021-11-01,2021-10-02,2,102
Wake,2021-11-01,2021-10-23,2,125
Forsyth,2021-11-01,2021-09-16,2,199
Wake,2021-11-01,2021-09-24,2,313
Guilford,2021-11-01,2021-10-19,2,129
Wake,2021-11-01,2021-10-11,2,291
Forsyth,2021-11-01,2021-10-05,2,134
Forsyth,2021-11-01,2021-10-12,2,103
Wake,2021-11-01,2021-09-29,2,378
Forsyth,2021-11-01,2021-10-13,2,107
Wake,2021-11-01,2021-09-23,2,332
Wake,2021-11-01,2021-09-14,2,416
Wake,2021-11-01,2021-10-05,2,258
Guilford,2021-11-01,2021-09-17,2,293
Guilford,2021-11-01,2021-09-28,2,257
Forsyth,2021-11-01,2021-09-22,2,189
Guilford,2021-11-01,2021-09-23,2,254
Guilford,2021-11-01,2021-10-04,2,277
Guilford,2021-11-01,2021-09-21,2,268
Forsyth,2021-11-01,2021-09-19,3,101
Forsyth,2021-11-01,2021-10-23,3,47
Guilford,2021-11-01,2021-10-27,3,70
Forsyth,2021-11-01,2021-09-26,3,94
Forsyth,2021-11-01,2021-09-28,3,152
Forsyth,2021-11-01,2021-10-22,3,77
Forsyth,2021-11-01,2021-09-29,3,144
Guilford,2021-11-01,2021-10-26,3,97
Forsyth,2021-11-01,2021-09-30,3,152
Guilford,2021-11-01,2021-10-12,3,155
Wake,2021-11-01,2021-10-13,3,257
Guilford,2021-11-01,2021-09-18,3,137
Guilford,2021-11-01,2021-10-18,3,106
Wake,2021-11-01,2021-09-15,3,496
Wake,2021-11-01,2021-09-19,3,140
Wake,2021-11-01,2021-10-12,3,320
Guilford,2021-11-01,2021-09-25,3,122
Wake,2021-11-01,2021-09-22,3,383
Wake,2021-11-01,2021-10-04,3,352
Wake,2021-11-01,2021-09-28,3,357
Guilford,2021-11-01,2021-09-30,3,205
Guilford,2021-11-01,2021-10-08,3,156
Forsyth,2021-11-01,2021-09-25,4,65
Forsyth,2021-11-01,2021-09-21,4,178
Forsyth,2021-11-01,2021-10-07,4,135
Guilford,2021-11-01,2021-09-15,4,322
Wake,2021-11-01,2021-09-20,4,562
Wake,2021-11-01,2021-09-17,4,396
Forsyth,2021-11-01,2021-10-14,5,102
Wake,2021-11-01,2021-09-25,5,221
Guilford,2021-11-01,2021-09-14,5,325
Wake,2021-11-01,2021-09-27,5,472
Forsyth,2021-11-01,2021-10-02,6,63
Guilford,2021-11-01,2021-09-16,6,299
Forsyth,2021-11-02,2021-10-16,0,59
Guilford,2021-11-02,2021-10-31,0,12
Forsyth,2021-11-02,2021-10-30,0,33
Forsyth,2021-11-02,2021-10-31,0,23
Wake,2021-11-02,2021-10-21,0,185
Wake,2021-11-02,2021-10-29,0,164
Guilford,2021-11-02,2021-10-29,0,62
Forsyth,2021-11-02,2021-10-15,0,64
Forsyth,2021-11-02,2021-10-24,0,33
Guilford,2021-11-02,2021-10-30,0,39
Forsyth,2021-11-02,2021-10-21,0,70
Guilford,2021-11-02,2021-10-22,0,87
Wake,2021-11-02,2021-10-09,0,146
Wake,2021-11-02,2021-10-30,0,108
Wake,2021-11-02,2021-10-15,0,203
Wake,2021-11-02,2021-10-31,0,34
Forsyth,2021-11-02,2021-10-25,0,80
Guilford,2021-11-02,2021-10-09,0,76
Wake,2021-11-02,2021-10-20,0,221
Guilford,2021-11-02,2021-10-23,0,58
Forsyth,2021-11-02,2021-10-27,0,67
Forsyth,2021-11-02,2021-10-29,0,54
Guilford,2021-11-02,2021-10-21,0,115
Wake,2021-11-02,2021-10-16,0,156
Wake,2021-11-02,2021-10-24,0,60
Wake,2021-11-02,2021-10-25,0,241
Forsyth,2021-11-02,2021-10-06,0,125
Wake,2021-11-02,2021-10-19,0,191
Forsyth,2021-11-02,2021-10-11,0,137
Wake,2021-11-02,2021-10-14,0,211
Wake,2021-11-02,2021-10-08,0,252
Wake,2021-11-02,2021-10-06,0,287
Wake,2021-11-02,2021-10-26,0,231
Guilford,2021-11-02,2021-10-25,0,101
Wake,2021-11-02,2021-10-27,0,171
Guilford,2021-11-02,2021-09-26,0,137
Forsyth,2021-11-02,2021-09-23,0,162
Guilford,2021-11-02,2021-10-14,0,113
Forsyth,2021-11-02,2021-09-27,0,219
Guilford,2021-11-02,2021-09-22,0,272
Guilford,2021-11-02,2021-09-29,0,263
Guilford,2021-11-02,2021-10-06,0,208
Forsyth,2021-11-02,2021-10-17,1,44
Forsyth,2021-11-02,2021-10-03,1,71
Guilford,2021-11-02,2021-10-17,1,58
Guilford,2021-11-02,2021-10-15,1,113
Forsyth,2021-11-02,2021-10-08,1,112
Forsyth,2021-11-02,2021-10-09,1,54
Forsyth,2021-11-02,2021-10-26,1,87
Wake,2021-11-02,2021-10-03,1,88
Guilford,2021-11-02,2021-10-16,1,65
Forsyth,2021-11-02,2021-10-19,1,76
Guilford,2021-11-02,2021-09-19,1,132
Forsyth,2021-11-02,2021-09-24,1,154
Guilford,2021-11-02,2021-10-10,1,79
Wake,2021-11-02,2021-09-18,1,303
Wake,2021-11-02,2021-10-02,1,260
Wake,2021-11-02,2021-10-17,1,69
Wake,2021-11-02,2021-10-22,1,174
Wake,2021-11-02,2021-10-07,1,228
Wake,2021-11-02,2021-10-18,1,273
Wake,2021-11-02,2021-10-28,1,158
Wake,2021-11-02,2021-09-30,1,333
Forsyth,2021-11-02,2021-09-17,1,190
Forsyth,2021-11-02,2021-10-01,1,129
Wake,2021-11-02,2021-09-26,1,92
Wake,2021-11-02,2021-10-01,1,311
Forsyth,2021-11-02,2021-09-14,1,243
Forsyth,2021-11-02,2021-09-15,1,253
Forsyth,2021-11-02,2021-09-20,1,238
Guilford,2021-11-02,2021-10-13,1,162
Guilford,2021-11-02,2021-10-05,1,167
Wake,2021-11-02,2021-09-21,1,393
Guilford,2021-11-02,2021-10-11,1,173
Guilford,2021-11-02,2021-09-24,1,243
Guilford,2021-11-02,2021-09-27,1,297
Guilford,2021-11-02,2021-09-20,1,327
Wake,2021-11-02,2021-09-16,1,437
Guilford,2021-11-02,2021-10-01,1,203
Forsyth,2021-11-02,2021-09-18,2,91
Guilford,2021-11-02,2021-10-24,2,38
Forsyth,2021-11-02,2021-10-10,2,64
Wake,2021-11-02,2021-10-10,2,68
Forsyth,2021-11-02,2021-10-18,2,92
Forsyth,2021-11-02,2021-10-20,2,79
Forsyth,2021-11-02,2021-10-04,2,175
Guilford,2021-11-02,2021-10-03,2,110
Guilford,2021-11-02,2021-10-20,2,99
Guilford,2021-11-02,2021-10-02,2,102
Wake,2021-11-02,2021-10-23,2,125
Forsyth,2021-11-02,2021-09-16,2,199
Wake,2021-11-02,2021-09-24,2,313
Guilford,2021-11-02,2021-10-07,2,180
Guilford,2021-11-02,2021-10-19,2,129
Wake,2021-11-02,2021-10-11,2,291
Forsyth,2021-11-02,2021-10-05,2,134
Forsyth,2021-11-02,2021-10-12,2,103
Wake,2021-11-02,2021-09-29,2,378
Forsyth,2021-11-02,2021-10-13,2,107
Wake,2021-11-02,2021-09-23,2,332
Wake,2021-11-02,2021-09-14,2,416
Wake,2021-11-02,2021-10-05,2,258
Guilford,2021-11-02,2021-09-17,2,293
Guilford,2021-11-02,2021-09-28,2,257
Forsyth,2021-11-02,2021-09-22,2,189
Guilford,2021-11-02,2021-09-23,2,253
Guilford,2021-11-02,2021-10-04,2,277
Guilford,2021-11-02,2021-09-21,2,268
